| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000004811| 0000000005086| 0000000000022| Tue Jan  4 21:31:51 2022
| 0000000005748| 0000000005283| 0000000000207| Tue Jan  4 21:31:51 2022
| 0000000005180| 0000000005160| 0000000000001| Tue Jan  4 21:31:51 2022
| 0000000004913| 0000000005222| 0000000000164| Tue Jan  4 21:31:51 2022
| 0000000005311| 0000000005113| 0000000000217| Tue Jan  4 21:31:51 2022
| 0000000005118| 0000000005110| 0000000000474| Tue Jan  4 21:31:51 2022
| 0000000005439| 0000000004832| 0000000000103| Tue Jan  4 21:31:51 2022
| 0000000005460| 0000000005034| 0000000000657| Tue Jan  4 21:31:51 2022
| 0000000004761| -000000000001| 0000000000250| Tue Jan  4 21:31:51 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005227| 0000000005036| 0000000000670| Tue Jan  4 21:31:51 2022
| 0000000005334| 0000000005138| 0000000000064| Tue Jan  4 21:31:51 2022
| 0000000005450| 0000000005160| 0000000000099| Tue Jan  4 21:31:51 2022
| 0000000005176| 0000000005099| 0000000000115| Tue Jan  4 21:31:51 2022
| 0000000005281| 0000000005147| 0000000000197| Tue Jan  4 21:31:51 2022
| 0000000004910| 0000000004950| 0000000000010| Tue Jan  4 21:31:51 2022
| 0000000005242| 0000000004879| 0000000000658| Tue Jan  4 21:31:51 2022
| 0000000005062| 0000000005333| 0000000000577| Tue Jan  4 21:31:51 2022
| 0000000004878| 0000000004948| 0000000000106| Tue Jan  4 21:31:51 2022
| 0000000004758| -000000000001| 0000000000274| Tue Jan  4 21:31:51 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000005300| 0000000005056| 0000000000191| Tue Jan  4 21:31:51 2022
| 0000000005054| 0000000005127| 0000000000048| Tue Jan  4 21:31:51 2022
| 0000000005081| 0000000004966| 0000000000675| Tue Jan  4 21:31:51 2022
| 0000000005404| 0000000004947| 0000000000349| Tue Jan  4 21:31:51 2022
