| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000019900| 0000000019999| 0000000000470| Sun Jan  9 17:36:17 2022
| 0000000020608| 0000000020697| 0000000000363| Sun Jan  9 17:36:17 2022
| 0000000019772| -000000000001| 0000000000025| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020759| 0000000019929| 0000000000158| Sun Jan  9 17:36:17 2022
| 0000000020306| 0000000020141| 0000000000500| Sun Jan  9 17:36:17 2022
| 0000000020366| 0000000020183| 0000000000019| Sun Jan  9 17:36:17 2022
| 0000000020380| 0000000020674| 0000000000301| Sun Jan  9 17:36:17 2022
| 0000000019809| 0000000020139| 0000000000338| Sun Jan  9 17:36:17 2022
| 0000000020050| 0000000020638| 0000000000168| Sun Jan  9 17:36:17 2022
| 0000000020665| 0000000020252| 0000000000414| Sun Jan  9 17:36:17 2022
| 0000000020123| 0000000020279| 0000000000435| Sun Jan  9 17:36:17 2022
| 0000000020433| 0000000020235| 0000000000239| Sun Jan  9 17:36:18 2022
| 0000000019769| -000000000001| 0000000000024| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000019971| 0000000020388| 0000000000254| Sun Jan  9 17:36:17 2022
| 0000000020362| 0000000020273| 0000000000190| Sun Jan  9 17:36:18 2022
| 0000000020040| 0000000020562| 0000000000472| Sun Jan  9 17:36:17 2022
| 0000000020448| 0000000020117| 0000000000307| Sun Jan  9 17:36:18 2022
| 0000000020325| 0000000020501| 0000000000075| Sun Jan  9 17:36:17 2022
| 0000000019859| 0000000020616| 0000000000098| Sun Jan  9 17:36:17 2022
| 0000000019968| 0000000020281| 0000000000212| Sun Jan  9 17:36:18 2022
| 0000000020207| 0000000020430| 0000000000361| Sun Jan  9 17:36:17 2022
| 0000000019990| 0000000020368| 0000000000282| Sun Jan  9 17:36:18 2022
| 0000000019764| -000000000001| 0000000000019| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
